iucn_sid,scientific_name,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
18128749,Oneirodes eschrichtii,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE,Oneirodes,Bulbous Dreamer,"Lütken, 1871",2015,2013-05-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Arnold, R.","Strongin, K., Polidoro, B., Carpenter, K.E. & Corley, B.",NA,NA,NA,NA,750,2500,NA,NA,NA,NA
18139045,Spectrunculus grandis,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Spectrunculus,Pudgy Cuskeel,"(Günther, 1877)",2015,2014-07-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Knudsen, S., Nielsen, J. & Uiblein, F.","Santa Cruz, A. & Polidoro, B.",NA,NA,NA,NA,800,4300,NA,NA,NA,NA
18140736,Dolicholagus longirostris,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,BATHYLAGIDAE,Dolicholagus,Longsnout Blacksmelt,"(Maul, 1948)",2015,2014-07-10,LC,NA,Unknown,TRUE,FALSE,FALSE,"Knudsen, S., Nielsen, J. & Uiblein, F.","Santa Cruz, A. & Polidoro, B.",NA,NA,NA,NA,200,950,NA,NA,NA,NA
18155920,Opisthoproctus soleatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,OPISTHOPROCTIDAE,Opisthoproctus,Barreleye,"Vaillant, 1888",2015,2012-08-10,LC,NA,Unknown,TRUE,FALSE,FALSE,"Iwamoto, T.","Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,300,4000,NA,NA,NA,NA
18158262,Selar boops,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Selar,Oxeye Scad,"(Cuvier, 1833)",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,35,500,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
18158583,Nesiarchus nasutus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GEMPYLIDAE,Nesiarchus,Black Gemfish,"Johnson, 1862",2015,2014-08-25,LC,NA,Stable,TRUE,FALSE,FALSE,"Collette, B.B., Pina Amargos, F., Smith-Vaniz, W.F. & Barthelat, F.","Carpenter, K.E., Polidoro, B. & Soto, S.",NA,NA,NA,NA,200,1200,NA,NA,NA,NA
18227119,Eurypharynx pelecanoides,ANIMALIA,CHORDATA,ACTINOPTERYGII,SACCOPHARYNGIFORMES,EURYPHARYNGIDAE,Eurypharynx,Pelican Eel,"Vaillant, 1882",2015,2012-05-24,LC,NA,Unknown,TRUE,FALSE,FALSE,"Iwamoto, T.","Weller, S., Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,500,7625,NA,NA,NA,NA
18252612,Cyclothone acclinidens,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,Bent-tooth Bristlemouth,"Garman, 1899",2015,2014-07-01,LC,NA,Stable,TRUE,FALSE,FALSE,"Kobyliansky, S., Herrera, J., de Sola, L. & Harold, A.","Weller, S., Bubnash, A., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,0,1200,NA,NA,NA,NA
18252619,Cyclothone pallida,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,Bicolored Bristlemouth,"Brauer, 1902",2015,2013-05-16,LC,NA,Stable,TRUE,FALSE,FALSE,"Harold, A.","Weller, S., Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,16,4650,NA,NA,NA,NA
18252629,Cyclothone pseudopallida,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,Slender Bristlemouth,"Mukhacheva, 1964",2015,2013-05-22,LC,NA,Stable,TRUE,FALSE,FALSE,"Harold, A.","Weller, S., Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,0,4938,NA,NA,NA,NA
18252702,Diplophos taenia,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Diplophos,Pacific Portholefish,"Günther, 1873",2015,2013-05-22,LC,NA,Stable,TRUE,FALSE,FALSE,"Harold, A.","Weller, S., Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,0,1594,NA,NA,NA,NA
18253276,Argyropelecus aculeatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Argyropelecus,Lovely Hatchetfish,"Valenciennes, 1850",2015,2014-07-15,LC,NA,Unknown,TRUE,FALSE,FALSE,"Harold, A.","Strongin, K., Polidoro, B., Carpenter, K.E. & Corley, B.",NA,NA,NA,NA,80,842,NA,NA,NA,NA
18253282,Argyropelecus gigas,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Argyropelecus,Giant Hatchetfish,"Norman, 1930",2015,2014-07-15,LC,NA,Unknown,TRUE,FALSE,FALSE,"Harold, A.","Strongin, K., Polidoro, B., Carpenter, K.E. & Corley, B.",NA,NA,NA,NA,400,600,NA,NA,NA,NA
18256458,Bathophilus digitatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Bathophilus,Scaleless Black Dragonfish,"(Welsh, 1923)",2015,2013-05-20,LC,NA,Unknown,TRUE,FALSE,FALSE,"Harold, A.","Strongin, K., Carpenter, K.E. & Polidoro, B.",NA,NA,NA,NA,0,500,NA,NA,NA,NA
18256560,Echiostoma barbatum,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Echiostoma,Threadfin Dragonfish,"Lowe, 1843",2015,2013-05-17,LC,NA,Unknown,TRUE,FALSE,FALSE,"Harold, A.","Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,30,4200,NA,NA,NA,NA
18256726,Eustomias braueri,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,NA,"Zugmayer, 1911",2015,2015-02-09,DD,NA,Unknown,TRUE,FALSE,FALSE,"Harold, A.","Carpenter, K.E., Polidoro, B. & Strongin, K.",NA,NA,NA,NA,0,1400,NA,NA,NA,NA
18256992,Flagellostomias boureei,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Flagellostomias,Longbarb Dragonfish,"(Zugmayer, 1913)",2015,2013-05-20,LC,NA,Unknown,TRUE,FALSE,FALSE,"Harold, A.","Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,0,3000,NA,NA,NA,NA
18257780,Fistularia commersonii,ANIMALIA,CHORDATA,ACTINOPTERYGII,GASTEROSTEIFORMES,FISTULARIIDAE,Fistularia,Bluespotted Cornetfish,"Rüppell, 1838",2016,2016-01-21,LC,NA,Unknown,TRUE,FALSE,FALSE,"Pollom, R.","Ralph, G.",NA,NA,NA,NA,0,132,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
19712515,Allopatides corrugatus,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Allopatides,NA,"Massin, 1987",2013,2012-10-17,DD,NA,Unknown,TRUE,FALSE,FALSE,"Solis-Marin, F.","Knapp, L. & Polidoro, B.",NA,NA,NA,NA,NA,650,NA,NA,NA,NA
19715689,Bathyplotes phlegmaticus,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Bathyplotes,NA,"Sluiter, 1901",2013,2012-10-17,DD,NA,Unknown,TRUE,FALSE,FALSE,"Solis-Marin, F.","Knapp, L. & Polidoro, B.",NA,NA,NA,NA,NA,397,NA,NA,NA,NA
20249232,Caesio cuning,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CAESIONIDAE,Caesio,Redbelly yellowtail fusilier,"(Bloch, 1791)",2016,2015-03-06,LC,NA,Stable,TRUE,FALSE,FALSE,"Carpenter, K.E., Russell, B. & Myers, R.","Ralph, G. & Harvey, M.",NA,NA,NA,NA,1,60,NA,NA,NA,NA
20249446,Caesio lunaris,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CAESIONIDAE,Caesio,Lunar Fusilier,"Cuvier, 1830",2016,2015-03-06,LC,NA,Unknown,TRUE,FALSE,FALSE,"Carpenter, K.E., Russell, B., Myers, R. & Lawrence, A.","Ralph, G. & Harvey, M.",NA,NA,NA,NA,0.100000001490116,60,NA,NA,NA,NA
20250059,Caesio teres,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CAESIONIDAE,Caesio,Yellow and Blueback Fusilier,"Seale, 1906",2016,2015-03-06,LC,NA,Unknown,TRUE,FALSE,FALSE,"Carpenter, K.E., Russell, B., Myers, R., Smith-Vaniz, W.F. & Lawrence, A.","Ralph, G. & Harvey, M.",NA,NA,NA,NA,5,60,NA,NA,NA,NA
20252707,Pterocaesio lativittata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CAESIONIDAE,Pterocaesio,Wide-band Fusilier,"Carpenter, 1987",2016,2015-06-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Carpenter, K.E., Lawrence, A. & Myers, R.","Ralph, G. & Harvey, M.",NA,NA,NA,NA,0,50,NA,NA,NA,NA
20252738,Pterocaesio marri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CAESIONIDAE,Pterocaesio,Marr's Fusilier,"Schultz, 1953",2016,2015-03-09,LC,NA,Stable,TRUE,FALSE,FALSE,"Carpenter, K.E., Lawrence, A. & Myers, R.","Ralph, G. & Harvey, M.",NA,NA,NA,NA,1,35,NA,NA,NA,NA
20252870,Pterocaesio pisang,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CAESIONIDAE,Pterocaesio,Banana Fusilier,"(Bleeker, 1853)",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Carpenter, K.E., Lawrence, A. & Myers, R.","Ralph, G. & Harvey, M.",NA,NA,NA,NA,1,100,NA,NA,NA,NA
20253006,Pterocaesio tessellata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CAESIONIDAE,Pterocaesio,One-stripe Fusilier,"Carpenter, 1987",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Carpenter, K.E., Lawrence, A. & Myers, R.","Ralph, G. & Harvey, M.",NA,NA,NA,NA,1,50,NA,NA,NA,NA
20253212,Pterocaesio trilineata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CAESIONIDAE,Pterocaesio,Three-stripe Fusilier,"Carpenter, 1987",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Carpenter, K.E., Lawrence, A. & Myers, R.","Ralph, G. & Harvey, M.",NA,NA,NA,NA,1,30,NA,NA,NA,NA
20256729,Atule mate,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Atule,Yellowtail Scad,"(Cuvier, 1833)",2016,2015-03-06,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,1,80,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20429419,Carangoides coeruleopinnatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Coastal Trevally,"(Rüppell, 1830)",2016,2015-03-06,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,10,25,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20429438,Carangoides dinema,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Shadow Trevally,"Bleeker, 1851",2016,2015-03-06,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,1,22,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20429455,Carangoides ferdau,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Blue Trevally,"(Forsskål, 1775)",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,1,60,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20429462,Carangoides fulvoguttatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Yellowspotted Trevally,"(Forsskål, 1775)",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,0.100000001490116,100,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20429869,Carangoides orthogrammus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Island Trevally,"(Jordan &amp; Gilbert, 1882)",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,3,168,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20429950,Carangoides plagiotaenia,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Barcheek Trevally,"Bleeker, 1857",2016,2015-03-09,LC,NA,Stable,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,2,200,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20430011,Carangoides talamparoides,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Imposter Trevally,"Bleeker, 1852",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,20,140,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20430651,Caranx ignobilis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Caranx,Giant Trevally,"(Forsskål, 1775)",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,10,188,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20430679,Caranx melampygus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Caranx,Bluefin Trevally,"Cuvier, 1833",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,1,190,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20430774,Caranx papuensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Caranx,Brassy Trevally,"Alleyne &amp; Macleay, 1877",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,1,50,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20431518,Decapterus macrosoma,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Decapterus,Shortfin Scad,"Bleeker, 1851",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,30,214,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20432145,Gnathanodon speciosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Gnathanodon,Golden Trevally,"(Forsskål, 1775)",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Williams, I. & Smith-Vaniz, W.F.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,1,162,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20432158,Megalaspis cordyla,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Megalaspis,Torpedo Scad,"(Linnaeus, 1758)",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,1,100,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20434766,Scomberoides lysan,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Scomberoides,Doublespotted Queenfish,"(Forsskål, 1775)",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,1,100,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20436473,Trachinotus baillonii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Trachinotus,Small Spotted Dart,"(Lacepède, 1801)",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,0,3,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20436497,Trachinotus blochii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Trachinotus,Snubnose Pompano,"(Lacepède, 1801)",2016,2015-03-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",NA,NA,NA,NA,7,55,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
20662028,Scopelarchoides danae,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,SCOPELARCHIDAE,Scopelarchoides,NA,"Johnson, 1974",2015,2013-05-20,LC,NA,Unknown,TRUE,FALSE,FALSE,"Bannermann, P., Nunoo, F., Poss, S. & Russell, B.","Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,0,1000,NA,NA,NA,NA
20665551,Diplospinus multistriatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GEMPYLIDAE,Diplospinus,Striped Escolar,"Maul, 1948",2015,2013-05-08,LC,NA,Unknown,TRUE,FALSE,FALSE,"Iwamoto, T.","Polidoro, B.",NA,NA,NA,NA,50,1000,NA,NA,NA,NA
20885933,Paralepis elongata,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,PARALEPIDIDAE,Paralepis,Barracudina,"(Brauer, 1906)",2015,2013-01-29,LC,NA,Unknown,TRUE,FALSE,FALSE,"Moore, J., Polanco Fernandez, A., Russell, B. & McEachran, J.D.","Strongin, K., Polidoro, B., Carpenter, K.E. & Corley, B.",NA,NA,NA,NA,0,3000,NA,NA,NA,NA
21101322,Winteria telescopa,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,OPISTHOPROCTIDAE,Winteria,NA,"Brauer, 1901",2015,2013-05-26,LC,NA,Unknown,TRUE,FALSE,FALSE,"Iwamoto, T.","Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,400,2500,NA,NA,NA,NA
21110056,Diretmoides pauciradiatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,DIRETMIDAE,Diretmoides,Longwing Spinyfin,"(Woods, 1973)",2015,2013-05-21,LC,NA,Unknown,TRUE,FALSE,FALSE,"Iwamoto, T.","Weller, S., Carpenter, K.E., Polidoro, B. & Strongin, K.",NA,NA,NA,NA,170,2100,NA,NA,NA,NA
21110276,Barbourisia rufa,ANIMALIA,CHORDATA,ACTINOPTERYGII,CETOMIMIFORMES,BARBOURISIIDAE,Barbourisia,Redvelvet Whalefish,"Parr, 1945",2015,2014-07-07,LC,NA,Unknown,TRUE,FALSE,FALSE,"Harold, A.","Corley, B. & Polidoro, B.",NA,NA,NA,NA,12,2000,NA,NA,NA,NA
21112632,Radiicephalus elongatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,LAMPRIFORMES,RADIICEPHALIDAE,Radiicephalus,Tapertail,"Osório, 1917",2015,2013-05-07,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F.","Strongin, K., Polidoro, B., Carpenter, K.E. & Corley, B.",NA,NA,NA,NA,0,600,NA,NA,NA,NA
21112669,Stylephorus chordatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,LAMPRIFORMES,STYLEPHORIDAE,Stylephorus,Tube-eye,"Shaw, 1791",2015,2013-05-07,LC,NA,Unknown,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F.","Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,300,800,NA,NA,NA,NA
21112879,Ceratias uranoscopus,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,CERATIIDAE,Ceratias,Stargazing Seadevil,"Murray, 1877",2015,2013-05-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Arnold, R.","Weller, S., Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,95,4000,NA,NA,NA,NA
21113900,Dysalotus alcocki,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHIASMODONTIDAE,Dysalotus,NA,"MacGilchrist, 1905",2015,2014-07-14,LC,NA,Unknown,TRUE,FALSE,FALSE,"Carpenter, K.E., Smith-Vaniz, W.F., de Bruyne, G. & de Morais, L.","Polidoro, B. & Soto, S.",NA,NA,NA,NA,0,2100,NA,NA,NA,NA
21132418,Scombrolabrax heterolepis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBROLABRACIDAE,Scombrolabrax,Longfin Escolar,"Roule, 1921",2015,2013-05-20,LC,NA,Decreasing,TRUE,FALSE,FALSE,"Iwamoto, T.","Strongin, K., Polidoro, B., Carpenter, K.E. & Corley, B.",NA,NA,NA,NA,130,1374,NA,NA,NA,NA
21132825,Cyclothone obscura,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,GONOSTOMATIDAE,Cyclothone,NA,"Brauer, 1902",2015,2012-05-16,LC,NA,Unknown,TRUE,FALSE,FALSE,"Harold, A.","Weller, S., Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,900,3500,NA,NA,NA,NA
21132859,Argyropelecus sladeni,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Argyropelecus,NA,"Regan, 1908",2015,2013-05-19,LC,NA,Unknown,TRUE,FALSE,FALSE,"Harold, A.","Strongin, K., Polidoro, B., Carpenter, K.E. & Corley, B.",NA,NA,NA,NA,100,600,NA,NA,NA,NA
21132910,Astronesthes indicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Astronesthes,NA,"Brauer, 1902",2015,2013-05-19,LC,NA,Unknown,TRUE,FALSE,FALSE,"Harold, A.","Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,225,538,NA,NA,NA,NA
21132963,Borostomias elucens,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Borostomias,NA,"(Brauer, 1906)",2015,2013-04-22,LC,NA,Unknown,TRUE,FALSE,FALSE,"Harold, A.","Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,500,904,NA,NA,NA,NA
22680157,Mareca penelope,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Mareca,Eurasian Wigeon,"(Linnaeus, 1758)",2017,2016-10-01,LC,NA,Decreasing,TRUE,TRUE,TRUE,BirdLife International,"Butchart, S. & Symes, A.",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Removed Benin from the list of countries of occurrence. Added a Contributor.
22680217,Anas superciliosa,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,Pacific Black Duck,"Gmelin, 1789",2016,2016-10-01,LC,NA,Unknown,TRUE,TRUE,TRUE,BirdLife International,"Butchart, S. & Symes, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22680301,Anas acuta,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,Northern Pintail,"Linnaeus, 1758",2017,2016-10-01,LC,NA,Decreasing,TRUE,TRUE,TRUE,BirdLife International,"Butchart, S. & Symes, A.",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Added a country of occurrence and a Contributor.
22680313,Spatula querquedula,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Spatula,Garganey,"(Linnaeus, 1758)",2016,2016-10-01,LC,NA,Decreasing,TRUE,TRUE,TRUE,BirdLife International,"Butchart, S. & Symes, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22680391,Aythya fuligula,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aythya,Tufted Duck,"(Linnaeus, 1758)",2016,2016-10-01,LC,NA,Stable,TRUE,TRUE,TRUE,BirdLife International,"Butchart, S. & Symes, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22683399,Todiramphus chloris,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Todiramphus,Collared Kingfisher,"(Boddaert, 1783)",2016,2016-10-01,LC,NA,Decreasing,TRUE,TRUE,TRUE,BirdLife International,"Butchart, S. & Symes, A.",NA,NA,1500,NA,NA,NA,NA,NA,NA,NA
22692425,Hypotaenidia philippensis,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Hypotaenidia,Buff-banded Rail,"(Linnaeus, 1766)",2016,2016-10-01,LC,NA,Stable,TRUE,TRUE,TRUE,BirdLife International,"Butchart, S. & Symes, A.",NA,NA,3600,NA,NA,NA,NA,NA,NA,NA
